osm_id,name,lat,lon,type,city,geo_h3_10
411826417,Ювелирная,56.7917053,60.604998,tram_stop,Екатеринбург,8a10dc93446ffff
411826471,Вторчермет,56.7695362,60.6145199,tram_stop,Екатеринбург,8a10dc93670ffff
412184942,Эскадронная,56.7655229,60.593572,tram_stop,Екатеринбург,8a10c266b26ffff
412184945,Санаторная,56.7693886,60.5961865,tram_stop,Екатеринбург,8a10dc936cc7fff
412184976,Керамическая,56.7568862,60.5958702,tram_stop,Екатеринбург,8a10c264d91ffff
412474984,Челюскинцев,56.8564312,60.6144988,tram_stop,Екатеринбург,8a10dc924d5ffff
412699109,Лукиных,56.8835691,60.5630677,tram_stop,Екатеринбург,8a10c228eaeffff
412952193,Эльмаш,56.8955453,60.638356,tram_stop,Екатеринбург,8a10c22896e7fff
416547581,Автомагистральная,56.8753405,60.5534038,tram_stop,Екатеринбург,8a10c228e007fff
471733897,Дом Кино,56.8365149,60.6218105,tram_stop,Екатеринбург,8a10dc9268a7fff
472575151,УрФУ,56.842954,60.6443,tram_stop,Екатеринбург,8a10dc926a5ffff
474425055,Восточная,56.8414326,60.6316032,tram_stop,Екатеринбург,8a10dc926b17fff
474425056,Восточная,56.8414828,60.6309359,tram_stop,Екатеринбург,8a10dc926b17fff
475928317,Комсомольская,56.8410703,60.6589776,tram_stop,Екатеринбург,8a10dc92052ffff
475928321,Профессорская,56.8403475,60.6526946,tram_stop,Екатеринбург,8a10dc920c97fff
475928337,Гагарина,56.8400347,60.6465504,tram_stop,Екатеринбург,8a10dc926367fff
475928388,Комсомольская,56.8412272,60.6600302,tram_stop,Екатеринбург,8a10dc92052ffff
475928405,Каменные палатки,56.8413553,60.6784076,tram_stop,Екатеринбург,8a10dc920637fff
475928410,Новгородцевой,56.8374057,60.6799967,tram_stop,Екатеринбург,8a10dc920687fff
475928429,40 лет ВЛКСМ,56.834722,60.6916334,tram_stop,Екатеринбург,8a10dc923c07fff
476671043,Бажова,56.8409367,60.6261558,tram_stop,Екатеринбург,8a10dc926877fff
476671044,Бажова,56.8407169,60.6256452,tram_stop,Екатеринбург,8a10dc926877fff
476671045,Оперный театр,56.8400799,60.618011,tram_stop,Екатеринбург,8a10dc92691ffff
476671046,Оперный театр,56.8399165,60.6182016,tram_stop,Екатеринбург,8a10dc92691ffff
476675298,"Гостиница ""Исеть""",56.8407997,60.6201325,tram_stop,Екатеринбург,8a10dc926827fff
477186233,Дом художника,56.8298021,60.6242984,tram_stop,Екатеринбург,8a10dc926cc7fff
477186239,Дом художника,56.8291445,60.6245962,tram_stop,Екатеринбург,8a10dc926cc7fff
477186243,Белинского,56.828711,60.6172914,tram_stop,Екатеринбург,8a10dc926ca7fff
477186246,Белинского,56.8286144,60.6164187,tram_stop,Екатеринбург,8a10dc926ca7fff
477193047,Цирк,56.8272854,60.6039132,tram_stop,Екатеринбург,8a10c229ba1ffff
477193049,Цирк,56.8266593,60.6033607,tram_stop,Екатеринбург,8a10c229baaffff
477193071,Большакова,56.8183944,60.6064629,tram_stop,Екатеринбург,8a10c229b0cffff
477193101,Фрунзе,56.8129862,60.6083999,tram_stop,Екатеринбург,8a10c229b637fff
477193102,Фрунзе,56.8135962,60.6081901,tram_stop,Екатеринбург,8a10c229b637fff
477193140,Автовокзал,56.8059532,60.6109754,tram_stop,Екатеринбург,8a10dc934a57fff
477193481,Переулок Рижский,56.7855831,60.6067964,tram_stop,Екатеринбург,8a10dc9344dffff
477193482,Переулок Рижский,56.7852478,60.6070735,tram_stop,Екатеринбург,8a10dc936b77fff
477193500,Завод РТИ,56.7823671,60.6094884,tram_stop,Екатеринбург,8a10dc936a07fff
477193501,Завод РТИ,56.7820469,60.6096745,tram_stop,Екатеринбург,8a10dc936a07fff
477193642,Братская,56.7793732,60.610653,tram_stop,Екатеринбург,8a10dc936a87fff
477193643,Братская,56.7791154,60.6108385,tram_stop,Екатеринбург,8a10dc936a87fff
477193710,Сухоложская,56.7762431,60.611952,tram_stop,Екатеринбург,8a10dc93606ffff
477193711,Сухоложская,56.7759169,60.6121742,tram_stop,Екатеринбург,8a10dc936047fff
485968606,Первомайская,56.8453186,60.644598,tram_stop,Екатеринбург,8a10dc920d37fff
485969517,Блюхера,56.8515711,60.6404705,tram_stop,Екатеринбург,8a10dc924627fff
485970419,Советская,56.8540413,60.636539,tram_stop,Екатеринбург,8a10dc9240dffff
485972375,Пионерская,56.8591686,60.6207666,tram_stop,Екатеринбург,8a10dc92488ffff
485982151,Педуниверситет,56.8783639,60.6109021,tram_stop,Екатеринбург,8a10c228bc2ffff
485997693,Библиотека,56.8879273,60.5665397,tram_stop,Екатеринбург,8a10c2288d07fff
486000074,Сварщиков,56.8799358,60.5582039,tram_stop,Екатеринбург,8a10c228ea87fff
486002492,Диагностический центр,56.88414,60.5700155,tram_stop,Екатеринбург,8a10c2288d8ffff
486003864,40 лет Октября,56.8846433,60.5763491,tram_stop,Екатеринбург,8a10c2288cf7fff
486007928,Электриков,56.8782651,60.6213176,tram_stop,Екатеринбург,8a10c228b1affff
486011310,Краснофлотцев,56.8900903,60.631677,tram_stop,Екатеринбург,8a10c228bb5ffff
486014291,Фронтовых Бригад,56.8833008,60.6384607,tram_stop,Екатеринбург,8a10c228b30ffff
486018970,Фрезеровщиков,56.900566,60.6181518,tram_stop,Екатеринбург,8a10c2289187fff
486026504,Улица Шевченко,56.8489639,60.6171199,tram_stop,Екатеринбург,8a10c229926ffff
486026990,Шарташская,56.8451918,60.6184165,tram_stop,Екатеринбург,8a10dc9245b7fff
486095482,Пехотинцев,56.8703156,60.5491376,tram_stop,Екатеринбург,8a10c228e56ffff
486096137,Таганский ряд,56.8616273,60.5477148,tram_stop,Екатеринбург,8a10c229d94ffff
486096266,Фармацевтический колледж,56.8562467,60.5495145,tram_stop,Екатеринбург,8a10c229d8c7fff
486096522,"ТРЦ ""Карнавал""",56.8533336,60.5521808,tram_stop,Екатеринбург,8a10c229d10ffff
486096769,Верх-Исетский рынок,56.8503162,60.5548923,tram_stop,Екатеринбург,8a10c229d18ffff
513351940,Советская,56.8543895,60.6358969,tram_stop,Екатеринбург,8a10dc9240d7fff
516134315,Блюхера,56.8514743,60.6415442,tram_stop,Екатеринбург,8a10dc92462ffff
516134316,Мира,56.8535168,60.6458603,tram_stop,Екатеринбург,8a10dc924667fff
516134322,Сахалинская,56.862228,60.6640951,tram_stop,Екатеринбург,8a10dc92540ffff
516134325,Шарташ,56.8646072,60.6693566,tram_stop,Екатеринбург,8a10dc925737fff
516134330,УрФУ,56.8435476,60.6452775,tram_stop,Екатеринбург,8a10dc926a5ffff
516134336,Ельцина,56.8453342,60.5861536,tram_stop,Екатеринбург,8a10c229988ffff
516134341,Шейнкмана,56.8411552,60.5805095,tram_stop,Екатеринбург,8a10c2299c2ffff
516134352,Площадь Коммунаров,56.8357471,60.5821281,tram_stop,Екатеринбург,8a10c2299c9ffff
516134355,Сакко и Ванцетти,56.836852,60.5883684,tram_stop,Екатеринбург,8a10c2299577fff
600058039,Разъезд,56.8368425,60.5304528,tram_stop,Екатеринбург,8a10c229c767fff
601577305,Дворец спорта,56.8165448,60.589125,tram_stop,Екатеринбург,8a10c229bceffff
601578540,Куйбышева,56.8249629,60.58642,tram_stop,Екатеринбург,8a10c229b817fff
601578541,Куйбышева,56.8257384,60.5861022,tram_stop,Екатеринбург,8a10c229b807fff
601580296,ЦПКиО,56.8183796,60.6385975,tram_stop,Екатеринбург,8a10dc935a37fff
623999686,Шарташ,56.8642693,60.6690393,tram_stop,Екатеринбург,8a10dc92544ffff
654156894,Диагностический центр,56.8842243,60.5706006,tram_stop,Екатеринбург,8a10c2288ca7fff
654156927,40 лет Октября,56.8847347,60.576986,tram_stop,Екатеринбург,8a10c2288cc7fff
655152110,Уральских рабочих,56.9019921,60.5834514,tram_stop,Екатеринбург,8a10c228d4f7fff
655152111,Кировградская,56.8975278,60.5777295,tram_stop,Екатеринбург,8a10c228895ffff
655301759,Учителей,56.8576603,60.6308405,tram_stop,Екатеринбург,8a10dc92402ffff
655301768,Первомайская,56.8458077,60.6444051,tram_stop,Екатеринбург,8a10dc92469ffff
659486331,Южная,56.8006142,60.6125249,tram_stop,Екатеринбург,8a10dc934307fff
740746282,Киностудия,56.8396796,60.6206595,tram_stop,Екатеринбург,8a10dc926827fff
758538514,Дворец молодёжи,56.8380032,60.5813044,tram_stop,Екатеринбург,8a10c2299caffff
758538524,Дворец молодёжи,56.8370508,60.5806056,tram_stop,Екатеринбург,8a10c2299c87fff
768975980,Шарташская,56.8455894,60.6182656,tram_stop,Екатеринбург,8a10dc9245b7fff
782289265,Площадь 1905 года,56.8374153,60.5955779,tram_stop,Екатеринбург,8a10c229946ffff
973707420,Мусоргского,56.759036,60.5892115,tram_stop,Екатеринбург,8a10c266b28ffff
1030534510,Расточная,56.8776237,60.5126846,tram_stop,Екатеринбург,8a10c2281477fff
1163415474,Сиреневый бульвар,56.8350443,60.6840922,tram_stop,Екатеринбург,8a10dc922a4ffff
1263024169,Московская,56.8297767,60.5847557,tram_stop,Екатеринбург,8a10c229b967fff
1270389103,Кирова,56.8404331,60.5630628,tram_stop,Екатеринбург,8a10c2298b47fff
1291828323,Ферганская,56.7727277,60.6122257,tram_stop,Екатеринбург,8a10dc9360c7fff
1354155685,Управление дороги,56.8508826,60.593468,tram_stop,Екатеринбург,8a10c2299b17fff
1404835415,Ортопедическое предприятие,56.8511065,60.6163759,tram_stop,Екатеринбург,8a10dc924c8ffff
1408004554,Ляпустина,56.7720042,60.5992421,tram_stop,Екатеринбург,8a10dc9361a7fff
1408004556,Ляпустина,56.7719479,60.5996476,tram_stop,Екатеринбург,8a10dc9361a7fff
1537933116,Кузнецова,56.8873991,60.6077915,tram_stop,Екатеринбург,8a10c228b927fff
1555380048,Школа им. С.В. Рахманинова,56.8685405,60.526879,tram_stop,Екатеринбург,8a10c2283ac7fff
1555380060,Школа им. С.В. Рахманинова,56.8688749,60.5259754,tram_stop,Екатеринбург,8a10c2283ae7fff
1556759952,ТК Современник,56.856285,60.6517701,tram_stop,Екатеринбург,8a10dc9242d7fff
1557831556,Дом Кино,56.8360742,60.6219773,tram_stop,Екатеринбург,8a10dc926887fff
1794063609,ТЦ «Алатырь»,56.8322536,60.5835172,tram_stop,Екатеринбург,8a10c22995b7fff
1984002399,Войкова,56.8974855,60.6233289,tram_stop,Екатеринбург,8a10c2289097fff
1984002400,Войкова,56.8977368,60.6229476,tram_stop,Екатеринбург,8a10c2289097fff
1984002401,Энтузиастов,56.894109,60.627167,tram_stop,Екатеринбург,8a10c22897b7fff
1984002402,Энтузиастов,56.8945645,60.6265709,tram_stop,Екатеринбург,8a10c22897b7fff
1991785187,Метро «Ботаническая»,56.7984575,60.6286085,tram_stop,Екатеринбург,8a10dc935597fff
1992091259,Бульвар Малахова,56.7976308,60.6206586,tram_stop,Екатеринбург,8a10dc9342f7fff
1992091260,Улица Фучика,56.7976278,60.6116875,tram_stop,Екатеринбург,8a10dc9343a7fff
1997293288,Дружининская,56.8814975,60.503258,tram_stop,Екатеринбург,8a10c2281ce7fff
1997293289,Кишинёвская,56.8790725,60.5091317,tram_stop,Екатеринбург,8a10c2281547fff
2037052202,Улица Шевченко,56.8485919,60.6172533,tram_stop,Екатеринбург,8a10c229926ffff
2037066425,Ортопедическое предприятие,56.851436,60.6162613,tram_stop,Екатеринбург,8a10dc924caffff
2044808454,Мира,56.8532126,60.6453036,tram_stop,Екатеринбург,8a10dc924667fff
2044808459,Студенческая,56.8581507,60.6556893,tram_stop,Екатеринбург,8a10dc925597fff
2044868706,Метро «Ботаническая»,56.7981955,60.6295291,tram_stop,Екатеринбург,8a10dc93096ffff
2210410046,Металлургов,56.8281966,60.5442345,tram_stop,Екатеринбург,8a10c2298d57fff
2314613919,Академия при Президенте России,56.8222349,60.6050068,tram_stop,Екатеринбург,8a10c229b04ffff
2320008571,Радищева,56.8307048,60.6002426,tram_stop,Екатеринбург,8a10c229bb77fff
2322343931,Гурзуфская,56.8261327,60.5745109,tram_stop,Екатеринбург,8a10c2298667fff
2322343934,Юго-западная,56.827176,60.5788888,tram_stop,Екатеринбург,8a10c229829ffff
2324415232,ВИЗ,56.8391166,60.55535,tram_stop,Екатеринбург,8a10c229d49ffff
2324415237,Татищева,56.8362062,60.5474713,tram_stop,Екатеринбург,8a10c2298827fff
2324428074,Викулова,56.8309261,60.5449066,tram_stop,Екатеринбург,8a10c2298d6ffff
2324428075,Викулова,56.8313904,60.5449351,tram_stop,Екатеринбург,8a10c2298d6ffff
2324461394,Белореченская,56.823243,60.5712221,tram_stop,Екатеринбург,8a10c2298607fff
2324461397,Волгоградская,56.8127305,60.5585131,tram_stop,Екатеринбург,8a10c229a85ffff
2324461402,Волгоградская,56.8130767,60.5582045,tram_stop,Екатеринбург,8a10c229a85ffff
2324461408,Волгоградская,56.8133755,60.5578333,tram_stop,Екатеринбург,8a10c229a847fff
2324461425,Новомосковская,56.8192429,60.5375558,tram_stop,Екатеринбург,8a10c229e30ffff
2324461435,Серафимы Дерябиной,56.8142397,60.5496533,tram_stop,Екатеринбург,8a10c229a977fff
2324461449,ТК Буревестник,56.8163924,60.5628807,tram_stop,Екатеринбург,8a10c229ab2ffff
2324461457,Улица Плотников,56.8238436,60.5425087,tram_stop,Екатеринбург,8a10c2298ca7fff
2351239238,Гостиница «Исеть»,56.8420312,60.6196474,tram_stop,Екатеринбург,8a10dc926977fff
2370589775,Пионерская,56.8595932,60.6190925,tram_stop,Екатеринбург,8a10dc924887fff
2370728462,Электриков,56.878243,60.6206676,tram_stop,Екатеринбург,8a10c228b1a7fff
2371531965,Ворошиловская,56.8818349,60.6340147,tram_stop,Екатеринбург,8a10c228b04ffff
2371531967,Ворошиловская,56.8818862,60.6341651,tram_stop,Екатеринбург,8a10c228b04ffff
2371845967,Краснофлотцев,56.8898334,60.6319548,tram_stop,Екатеринбург,8a10c228bb5ffff
2371873279,Энтузиастов,56.8946465,60.6274865,tram_stop,Екатеринбург,8a10c22897b7fff
2371874345,Донская,56.896394,60.6326469,tram_stop,Екатеринбург,8a10c2289637fff
2371874348,Донская,56.8968139,60.6339124,tram_stop,Екатеринбург,8a10c2289607fff
2373084066,Площадь Обороны,56.8226682,60.629649,tram_stop,Екатеринбург,8a10dc9264a7fff
2373086510,Декабристов,56.8245758,60.6263216,tram_stop,Екатеринбург,8a10dc9265affff
2374530414,Управление дороги,56.8515224,60.5943966,tram_stop,Екатеринбург,8a10c2299b1ffff
2374550802,Папанина,56.8428827,60.5828469,tram_stop,Екатеринбург,8a10c2299c67fff
2374550803,Папанина,56.8432572,60.583342,tram_stop,Екатеринбург,8a10c2299c67fff
2374927764,Посадская,56.8183611,60.5885162,tram_stop,Екатеринбург,8a10c229bc47fff
2377652565,Кузнецова,56.887367,60.6078773,tram_stop,Екатеринбург,8a10c228b927fff
2461391121,Кирова,56.8412266,60.5616581,tram_stop,Екатеринбург,8a10c2298b67fff
2522952910,"ТРЦ ""Карнавал""",56.852516,60.552975,tram_stop,Екатеринбург,8a10c229d11ffff
2522974758,Таганский ряд,56.861057,60.5485054,tram_stop,Екатеринбург,8a10c229d867fff
2523075052,Бебеля,56.8652294,60.5496496,tram_stop,Екатеринбург,8a10c228e41ffff
2523075053,Бебеля,56.8658353,60.5495303,tram_stop,Екатеринбург,8a10c228e41ffff
2523145771,Сварщиков,56.8803319,60.5585519,tram_stop,Екатеринбург,8a10c228ea8ffff
2523909502,Лукиных,56.8830953,60.5613563,tram_stop,Екатеринбург,8a10c228eae7fff
2523909503,Лукиных,56.88414,60.562529,tram_stop,Екатеринбург,8a10c228ea5ffff
2530679537,ДК ВОС,56.8645947,60.5370305,tram_stop,Екатеринбург,8a10c2283257fff
2530691739,Техническая,56.866163,60.5325887,tram_stop,Екатеринбург,8a10c2283357fff
2537500354,Ватутина,56.8714848,60.5206839,tram_stop,Екатеринбург,8a10c2283b57fff
2537529657,Кишинёвская,56.8789338,60.5095593,tram_stop,Екатеринбург,8a10c2281547fff
2537529956,Дружининская,56.8813445,60.5037108,tram_stop,Екатеринбург,8a10c2281ceffff
2578020211,Библиотека,56.887723,60.5663796,tram_stop,Екатеринбург,8a10c2288d07fff
2578022237,Донбасская улица,56.89049,60.5693562,tram_stop,Екатеринбург,8a10c2288d67fff
2578022244,Донбасская улица,56.8907447,60.5695614,tram_stop,Екатеринбург,8a10c2288d67fff
2578039438,Расточная,56.877465,60.5131321,tram_stop,Екатеринбург,8a10c2281477fff
2586594389,40 лет ВЛКСМ,56.8347599,60.6916964,tram_stop,Екатеринбург,8a10dc923c07fff
2586594390,40 лет ВЛКСМ,56.8348025,60.6916909,tram_stop,Екатеринбург,8a10dc923c07fff
2669584235,Слесарей,56.8395255,60.5582963,tram_stop,Екатеринбург,8a10c2298b2ffff
2995359500,Теплоходный проезд,56.8635168,60.5401454,tram_stop,Екатеринбург,8a10c22832effff
3310444772,Маневровая,56.8740237,60.5177905,tram_stop,Екатеринбург,8a10c22814dffff
3535431312,ВИЗ-бульвар,56.8379144,60.5762361,tram_stop,Екатеринбург,8a10c2299d8ffff
4322675287,Вечный Огонь,56.8355721,60.5771786,tram_stop,Екатеринбург,8a10c229834ffff
4322677591,Вечный Огонь,56.835747,60.5769078,tram_stop,Екатеринбург,8a10c229834ffff
4325019655,Площадь Коммунаров,56.8361369,60.5804934,tram_stop,Екатеринбург,8a10c2299c87fff
4346873236,Волгоградская,56.8127549,60.5584682,tram_stop,Екатеринбург,8a10c229a85ffff
4347134444,Красноуральская,56.8362589,60.5564408,tram_stop,Екатеринбург,8a10c2298ba7fff
4347235356,Площадь Коммунаров,56.8356021,60.5821246,tram_stop,Екатеринбург,8a10c2299c9ffff
4353602410,Площадь Обороны,56.8226828,60.6293982,tram_stop,Екатеринбург,8a10dc9264a7fff
4355071853,Верх-Исетский рынок,56.8504739,60.5548181,tram_stop,Екатеринбург,8a10c229d18ffff
4355096565,Пехотинцев,56.8705513,60.5492002,tram_stop,Екатеринбург,8a10c228e56ffff
4355119013,Кировградская,56.8975782,60.5778717,tram_stop,Екатеринбург,8a10c228895ffff
4357184317,Плотников,56.8364415,60.5405562,tram_stop,Екатеринбург,8a10c2298937fff
4357184318,Рабочих,56.836574,60.5362043,tram_stop,Екатеринбург,8a10c229c297fff
4422004673,Санаторная,56.7688347,60.5958767,tram_stop,Екатеринбург,8a10dc936cd7fff
4422018496,Ферганская,56.772705,60.6123293,tram_stop,Екатеринбург,8a10dc9360c7fff
4433715391,УрФУ,56.8424476,60.645632,tram_stop,Екатеринбург,8a10dc920db7fff
4562932192,Площадь Коммунаров,56.8361701,60.5829745,tram_stop,Екатеринбург,8a10c2299527fff
4564999549,Белореченская,56.8232715,60.5713239,tram_stop,Екатеринбург,8a10c2298607fff
4564999550,ТК Буревестник,56.8164972,60.5631004,tram_stop,Екатеринбург,8a10c229ab2ffff
4565008240,Гурзуфская,56.826158,60.5747667,tram_stop,Екатеринбург,8a10c2298667fff
4565013824,Московская,56.8291885,60.5841323,tram_stop,Екатеринбург,8a10c22982dffff
4565015919,Юго-западная,56.827159,60.5789131,tram_stop,Екатеринбург,8a10c229829ffff
4565021900,Цирк,56.8265455,60.6033387,tram_stop,Екатеринбург,8a10c229baaffff
4565030689,Южная,56.8005964,60.612428,tram_stop,Екатеринбург,8a10dc934307fff
4566582093,Шварца,56.7961891,60.6103775,tram_stop,Екатеринбург,8a10dc9340cffff
4566935575,Ювелирная,56.7916899,60.6051162,tram_stop,Екатеринбург,8a10dc93446ffff
4572993861,Заводская,56.8359949,60.5523843,tram_stop,Екатеринбург,8a10c2298857fff
4573023618,Татищева,56.8361583,60.5476837,tram_stop,Екатеринбург,8a10c2298827fff
4573196829,Улица Плотников,56.8236477,60.5422881,tram_stop,Екатеринбург,8a10c2298d9ffff
4573210684,Новомосковская,56.8188407,60.5385482,tram_stop,Екатеринбург,8a10c229e227fff
4573237985,Ухтомская,56.8168081,60.5429946,tram_stop,Екатеринбург,8a10c229e21ffff
4573237986,Ухтомская,56.8171028,60.5421829,tram_stop,Екатеринбург,8a10c229e21ffff
4573266646,Серафимы Дерябиной,56.8142751,60.5496606,tram_stop,Екатеринбург,8a10c229a977fff
4576983264,Мусоргского,56.75901,60.5892675,tram_stop,Екатеринбург,8a10c266b28ffff
4576983265,Эскадронная,56.7652159,60.5934514,tram_stop,Екатеринбург,8a10c266b24ffff
4579195558,Бульвар Малахова,56.7975937,60.6207842,tram_stop,Екатеринбург,8a10dc9342f7fff
4579195561,Улица Фучика,56.7975899,60.6117954,tram_stop,Екатеринбург,8a10dc9343a7fff
4580352158,Крылова,56.8394866,60.5703794,tram_stop,Екатеринбург,8a10c2298a4ffff
4597835489,Московская,56.8298904,60.5848127,tram_stop,Екатеринбург,8a10c229b967fff
4597835490,ТЦ «Алатырь»,56.8314263,60.5842899,tram_stop,Екатеринбург,8a10c22995b7fff
4597926522,Московская,56.8286042,60.5851855,tram_stop,Екатеринбург,8a10c229b977fff
4597926523,Московская,56.8287479,60.5852058,tram_stop,Екатеринбург,8a10c229b977fff
4597926525,Посадская,56.8183366,60.5885947,tram_stop,Екатеринбург,8a10c229bc57fff
4599841330,Площадь 1905 года,56.8374428,60.5953814,tram_stop,Екатеринбург,8a10c2299467fff
4601115418,Цирк,56.8272819,60.6042764,tram_stop,Екатеринбург,8a10c229ba1ffff
4601606299,Декабристов,56.8246616,60.6263658,tram_stop,Екатеринбург,8a10dc92651ffff
4601606300,Дом художника,56.8288727,60.6246264,tram_stop,Екатеринбург,8a10dc926cdffff
4601606301,Дом художника,56.8299425,60.6243059,tram_stop,Екатеринбург,8a10dc926cc7fff
4601606302,Тверитина,56.8228428,60.6359584,tram_stop,Екатеринбург,8a10dc9264dffff
4614005267,Ж/Д Вокзал,56.8563131,60.6052359,tram_stop,Екатеринбург,8a10c228a68ffff
4614046908,Блюхера,56.851435,60.6405897,tram_stop,Екатеринбург,8a10dc924627fff
4614046909,Кондукторская,56.8597944,60.6272777,tram_stop,Екатеринбург,8a10dc924177fff
4614046910,Пионерская,56.8591926,60.6209426,tram_stop,Екатеринбург,8a10dc92488ffff
4614104577,Каменные палатки,56.8416207,60.6783742,tram_stop,Екатеринбург,8a10dc920627fff
4614104578,Профессорская,56.8403411,60.6523246,tram_stop,Екатеринбург,8a10dc920c97fff
4614139819,Блюхера,56.8516156,60.641919,tram_stop,Екатеринбург,8a10dc92462ffff
4614139820,ТК Современник,56.856249,60.6516047,tram_stop,Екатеринбург,8a10dc9242d7fff
4690144239,1-й км,56.8629981,60.6121205,tram_stop,Екатеринбург,8a10dc924917fff
4690178086,Техническое училище,56.8686895,60.6117091,tram_stop,Екатеринбург,8a10c228a257fff
4709935761,Калининская,56.8719526,60.6115037,tram_stop,Екатеринбург,8a10c228bc97fff
4709942641,Педуниверситет,56.8779137,60.6119936,tram_stop,Екатеринбург,8a10c228bc2ffff
4709942642,Педуниверситет,56.8785048,60.6109715,tram_stop,Екатеринбург,8a10c228bc2ffff
4709957376,Метро Уралмаш,56.8875979,60.6125307,tram_stop,Екатеринбург,8a10c228b957fff
4709973056,Кузнецова,56.887879,60.6073124,tram_stop,Екатеринбург,8a10c228b927fff
4712898093,ДК Лаврова,56.8930836,60.6135562,tram_stop,Екатеринбург,8a10c22895affff
4780828529,Автомагистральная,56.8755321,60.5536608,tram_stop,Екатеринбург,8a10c228e02ffff
4889782056,Таганский ряд,56.8611663,60.5487157,tram_stop,Екатеринбург,8a10c229d867fff
4889859383,Фармацевтический колледж,56.8563134,60.5495145,tram_stop,Екатеринбург,8a10c229d8c7fff
4891824783,Таганский ряд,56.8616582,60.5476086,tram_stop,Екатеринбург,8a10c229d94ffff
4891852986,ДК ВОС,56.8646707,60.5369849,tram_stop,Екатеринбург,8a10c2283257fff
4891958053,Техническая,56.8661837,60.5326125,tram_stop,Екатеринбург,8a10c2283357fff
4892069937,Ватутина,56.8715418,60.5206708,tram_stop,Екатеринбург,8a10c2283b57fff
4897378498,7 ключей,56.8835786,60.4982751,tram_stop,Екатеринбург,8a10c2281d57fff
4897540898,Разъезд,56.8367914,60.5305248,tram_stop,Екатеринбург,8a10c229c767fff
4927944558,Уралкабель,56.8354192,60.563216,tram_stop,Екатеринбург,8a10c2298aa7fff
4927944559,Уралкабель,56.8354598,60.5632204,tram_stop,Екатеринбург,8a10c2298aa7fff
5278000702,Красноуральская,56.8356308,60.5573809,tram_stop,Екатеринбург,8a10c2298bb7fff
5278000711,Мельникова,56.8352065,60.5684288,tram_stop,Екатеринбург,8a10c2298ad7fff
