,geo_h3_10,avg,lat_h3,lon_h3,walk_15min
10,8a10c229bc1ffff,10876.333333333332,56.81620988315114,60.58503890460729,"POLYGON ((60.586039 56.825458, 60.584039 56.824626, 60.583039 56.822988, 60.582039 56.823494, 60.580039 56.823432, 60.578039 56.824452, 60.575039 56.823475, 60.569706 56.82321, 60.570272 56.820977, 60.569845 56.82021, 60.568194 56.81921, 60.568164 56.817084, 60.566364 56.81621, 60.567902 56.813073, 60.570466 56.812637, 60.571754 56.81121, 60.572039 56.809312, 60.573211 56.809382, 60.574039 56.807789, 60.577489 56.80776, 60.579039 56.808829, 60.580116 56.808133, 60.581992 56.808163, 60.583039 56.808681, 60.584287 56.808458, 60.585039 56.807507, 60.588039 56.808085, 60.589039 56.807512, 60.590039 56.807582, 60.592039 56.806876, 60.59409 56.808159, 60.594039 56.809326, 60.594819 56.80899, 60.596039 56.80958, 60.597679 56.81157, 60.600039 56.812908, 60.601488 56.814761, 60.60269 56.81521, 60.604916 56.81721, 60.603039 56.818778, 60.60132 56.81921, 60.60019 56.82021, 60.598346 56.820517, 60.598072 56.821243, 60.597293 56.821464, 60.597039 56.822229, 60.596139 56.82231, 60.595533 56.82321, 60.592039 56.823372, 60.590039 56.824435, 60.588039 56.824521, 60.586039 56.825458))"
11,8a10c229d077fff,7527.0,56.85352517430327,60.55926275281498,"POLYGON ((60.557263 56.860557, 60.555094 56.860693, 60.552263 56.859143, 60.550263 56.860204, 60.549882 56.859906, 60.549263 56.858654, 60.547194 56.857525, 60.547527 56.856525, 60.54863 56.855893, 60.548775 56.855037, 60.550486 56.853525, 60.54911 56.853373, 60.548687 56.85495, 60.548263 56.854647, 60.546263 56.855141, 60.545949 56.851211, 60.547793 56.850055, 60.549422 56.849685, 60.550263 56.84883, 60.551263 56.84875, 60.554263 56.846124, 60.555263 56.847112, 60.555453 56.846715, 60.556457 56.846525, 60.556622 56.845525, 60.560263 56.845503, 60.5615 56.844762, 60.562037 56.843525, 60.563263 56.842886, 60.56512 56.844668, 60.567647 56.844909, 60.570263 56.84445, 60.570999 56.847789, 60.571852 56.848525, 60.571958 56.852525, 60.572459 56.852721, 60.573263 56.851912, 60.576465 56.852525, 60.575492 56.853525, 60.575747 56.854525, 60.574754 56.855525, 60.573263 56.856818, 60.570758 56.85802, 60.566263 56.858333, 60.564263 56.858966, 60.562937 56.858851, 60.562263 56.858103, 60.558263 56.858396, 60.557263 56.860557))"
12,8a10c229d107fff,13572.0,56.85325625920661,60.55096701273077,"POLYGON ((60.549967 56.863775, 60.547967 56.862057, 60.546967 56.863334, 60.542686 56.862538, 60.541917 56.861206, 60.543395 56.860684, 60.545967 56.860766, 60.546318 56.859905, 60.543218 56.859256, 60.544967 56.858724, 60.544967 56.85812, 60.542818 56.858107, 60.542646 56.858935, 60.538967 56.858914, 60.538668 56.856957, 60.541967 56.856492, 60.54236 56.855649, 60.544073 56.855362, 60.54523 56.85352, 60.546042 56.853332, 60.546041 56.852182, 60.542967 56.85468, 60.541891 56.854256, 60.54258 56.852869, 60.544368 56.850657, 60.545967 56.850415, 60.546228 56.849518, 60.547054 56.849344, 60.547289 56.848578, 60.54809 56.84838, 60.549518 56.846808, 60.550967 56.846025, 60.551753 56.84747, 60.552169 56.846459, 60.553093 56.846382, 60.554741 56.84503, 60.557967 56.845454, 60.558506 56.844795, 60.560221 56.84451, 60.561967 56.843382, 60.563229 56.845256, 60.562733 56.846491, 60.563967 56.846939, 60.564862 56.848361, 60.565715 56.848509, 60.565845 56.850378, 60.570992 56.854282, 60.569967 56.855298, 60.567489 56.855778, 60.566867 56.857256, 60.565617 56.858256, 60.556967 56.858894, 60.555967 56.860067, 60.555031 56.860192, 60.553967 56.859303, 60.552967 56.860319, 60.551497 56.860786, 60.551337 56.862256, 60.549967 56.863775))"
13,8a10c229d84ffff,10656.666666666666,56.86020076929759,60.55210739175217,"POLYGON ((60.550107 56.871274, 60.549101 56.871207, 60.548107 56.870055, 60.547243 56.870065, 60.546241 56.869067, 60.542163 56.869145, 60.54155 56.868201, 60.542434 56.867527, 60.542401 56.866907, 60.539412 56.866201, 60.540213 56.865095, 60.538107 56.864776, 60.537107 56.865598, 60.534755 56.865553, 60.535107 56.863936, 60.537364 56.863201, 60.534664 56.862644, 60.534101 56.862201, 60.53717 56.861263, 60.536853 56.860201, 60.542107 56.859392, 60.542502 56.858595, 60.544515 56.858201, 60.543068 56.857201, 60.545107 56.855216, 60.547604 56.855704, 60.54757 56.856201, 60.548298 56.856392, 60.54839 56.855918, 60.547612 56.855697, 60.547437 56.854871, 60.546322 56.854201, 60.547107 56.85333, 60.548298 56.853391, 60.550957 56.85205, 60.552807 56.8519, 60.554107 56.851334, 60.557073 56.851235, 60.557884 56.853425, 60.561952 56.853045, 60.562107 56.852351, 60.56243 56.852878, 60.564786 56.853523, 60.567107 56.855973, 60.569268 56.857201, 60.567575 56.858201, 60.567663 56.858645, 60.569154 56.859154, 60.569379 56.861201, 60.568107 56.861688, 60.567385 56.860923, 60.565003 56.861096, 60.564957 56.862351, 60.566403 56.862905, 60.565107 56.865865, 60.563256 56.864052, 60.560107 56.864062, 60.561107 56.865559, 60.563599 56.866201, 60.560286 56.867201, 60.558345 56.868438, 60.554465 56.869558, 60.553107 56.870426, 60.551107 56.870548, 60.550107 56.871274))"
14,8a10c229e237fff,11835.666666666666,56.817412378271385,60.53863573984263,"POLYGON ((60.534636 56.827575, 60.530699 56.827412, 60.530636 56.826129, 60.530359 56.827136, 60.529636 56.827328, 60.528636 56.825986, 60.52734 56.825708, 60.526157 56.821412, 60.524636 56.820879, 60.523832 56.819412, 60.524966 56.817412, 60.523636 56.817015, 60.522636 56.817264, 60.521204 56.816412, 60.524227 56.814004, 60.526676 56.814453, 60.528636 56.813427, 60.531373 56.814675, 60.533636 56.814562, 60.535503 56.81028, 60.53797 56.810078, 60.538636 56.810525, 60.539024 56.809801, 60.541665 56.809441, 60.542636 56.808862, 60.546636 56.808993, 60.548149 56.809412, 60.548395 56.810653, 60.550636 56.81183, 60.551636 56.812891, 60.554636 56.812928, 60.555949 56.812099, 60.557392 56.812412, 60.557449 56.813412, 60.554832 56.817412, 60.555407 56.818641, 60.556484 56.819412, 60.556188 56.820964, 60.555636 56.821581, 60.550636 56.822721, 60.550184 56.824961, 60.548636 56.825053, 60.547636 56.825543, 60.546466 56.825242, 60.544958 56.825735, 60.544636 56.826831, 60.543636 56.826998, 60.540765 56.826283, 60.539636 56.827013, 60.537636 56.826748, 60.534636 56.827575))"
15,8a10c266d89ffff,16788.166666666668,56.79396474617421,60.51975391564359,"POLYGON ((60.521754 56.801968, 60.518754 56.801608, 60.518155 56.800564, 60.516754 56.800341, 60.515754 56.79938, 60.514754 56.800271, 60.510282 56.800493, 60.509853 56.801866, 60.51071 56.801965, 60.509954 56.802165, 60.503396 56.800965, 60.504481 56.799691, 60.506984 56.798965, 60.504608 56.797965, 60.504754 56.796527, 60.505754 56.796449, 60.506499 56.79722, 60.507754 56.797213, 60.508608 56.798111, 60.508943 56.797965, 60.508858 56.796861, 60.507186 56.796532, 60.506754 56.795709, 60.504754 56.795475, 60.50447 56.794249, 60.503768 56.793965, 60.503785 56.792965, 60.505234 56.792445, 60.505754 56.791564, 60.506754 56.79123, 60.507883 56.792094, 60.507182 56.787965, 60.507351 56.785965, 60.508232 56.785443, 60.524754 56.785107, 60.525754 56.785242, 60.527754 56.786678, 60.528968 56.786751, 60.529754 56.787542, 60.530754 56.787606, 60.532754 56.78573, 60.534532 56.785965, 60.533787 56.787965, 60.533819 56.790965, 60.533148 56.790571, 60.531754 56.790625, 60.530754 56.789405, 60.528754 56.790822, 60.527754 56.790633, 60.527456 56.790965, 60.527754 56.791299, 60.528754 56.791112, 60.529754 56.792208, 60.531406 56.792312, 60.532754 56.79347, 60.534754 56.793599, 60.535127 56.793965, 60.533523 56.796734, 60.533754 56.797405, 60.535007 56.797965, 60.533592 56.798803, 60.533602 56.799965, 60.531754 56.800659, 60.529896 56.798823, 60.528754 56.798804, 60.528318 56.799529, 60.526548 56.799759, 60.525754 56.800544, 60.522754 56.800788, 60.521754 56.801968))"
16,8a10c266dc47fff,9539.5,56.79152477807168,60.518639477199024,"POLYGON ((60.532639 56.799616, 60.529639 56.799196, 60.528639 56.798345, 60.526639 56.799967, 60.524639 56.799048, 60.52289 56.799776, 60.521639 56.799372, 60.519639 56.800114, 60.514833 56.799331, 60.511786 56.799671, 60.511639 56.800041, 60.511508 56.799656, 60.509737 56.799622, 60.509639 56.799928, 60.508599 56.799565, 60.508442 56.798525, 60.509756 56.797525, 60.507976 56.797188, 60.507757 56.796407, 60.506639 56.796267, 60.503436 56.793525, 60.502737 56.787623, 60.504095 56.786525, 60.503277 56.785525, 60.504215 56.784101, 60.50585 56.783736, 60.506639 56.78298, 60.509891 56.783776, 60.510639 56.782325, 60.511367 56.782525, 60.511639 56.783755, 60.512659 56.782544, 60.514639 56.782381, 60.516639 56.783038, 60.521639 56.782802, 60.522639 56.78308, 60.523049 56.784115, 60.524639 56.784318, 60.525144 56.78502, 60.526844 56.78532, 60.528639 56.787175, 60.532342 56.787228, 60.532639 56.786375, 60.533705 56.786525, 60.532538 56.788525, 60.533365 56.789525, 60.533101 56.789986, 60.532639 56.790342, 60.532424 56.78974, 60.530639 56.789776, 60.528639 56.790365, 60.528281 56.791525, 60.530004 56.79216, 60.530639 56.792859, 60.532156 56.793008, 60.533302 56.793862, 60.532633 56.796525, 60.533885 56.797525, 60.532769 56.798525, 60.532639 56.799616))"
17,8a10dc91091ffff,12485.166666666668,56.752150888748425,60.7066145937184,"POLYGON ((60.703615 56.762232, 60.702615 56.762476, 60.700473 56.761151, 60.699943 56.758822, 60.698979 56.757787, 60.695987 56.757779, 60.694854 56.756912, 60.692109 56.756151, 60.690508 56.753258, 60.690581 56.751151, 60.691895 56.749431, 60.691327 56.747863, 60.691615 56.747236, 60.692615 56.747654, 60.69387 56.747406, 60.694615 56.746419, 60.695615 56.746277, 60.696615 56.745498, 60.697632 56.746134, 60.699615 56.745781, 60.701615 56.744878, 60.702615 56.745591, 60.703615 56.744989, 60.70433 56.745436, 60.705615 56.745483, 60.707615 56.744227, 60.709615 56.744344, 60.710052 56.742713, 60.709046 56.742151, 60.711643 56.741123, 60.712615 56.741507, 60.713783 56.743151, 60.716389 56.744151, 60.716615 56.746128, 60.718264 56.747501, 60.718903 56.746863, 60.717868 56.746151, 60.719615 56.745405, 60.720411 56.747354, 60.722771 56.748151, 60.72233 56.750435, 60.724615 56.750818, 60.72496 56.751806, 60.726007 56.752151, 60.726659 56.753151, 60.724615 56.753772, 60.723615 56.753359, 60.714615 56.753777, 60.714615 56.755018, 60.717936 56.756151, 60.717615 56.757246, 60.716927 56.756838, 60.713502 56.757038, 60.714615 56.758658, 60.716213 56.759151, 60.712586 56.760122, 60.712014 56.761151, 60.707615 56.761779, 60.705615 56.761634, 60.703615 56.762232))"
18,8a10dc91e0effff,5314.666666666667,56.749962437239965,60.80152333230934,
19,8a10dc922a4ffff,12175.25,56.83496024698496,60.68355094462902,"POLYGON ((60.690551 56.843177, 60.68825 56.843659, 60.686551 56.843519, 60.684551 56.842729, 60.677551 56.843696, 60.670551 56.840824, 60.668551 56.838534, 60.668551 56.836536, 60.669588 56.83496, 60.669207 56.83396, 60.670117 56.832526, 60.672551 56.831335, 60.675653 56.831063, 60.67665 56.83006, 60.676735 56.829144, 60.678783 56.82796, 60.680551 56.82574, 60.686551 56.825404, 60.689551 56.825866, 60.692519 56.827992, 60.694712 56.828799, 60.695551 56.830472, 60.697551 56.831345, 60.698567 56.830944, 60.698295 56.833216, 60.698551 56.833478, 60.699551 56.833212, 60.699588 56.833924, 60.698684 56.834093, 60.698272 56.83496, 60.698752 56.835759, 60.699622 56.836032, 60.698242 56.836651, 60.695475 56.836885, 60.696197 56.83796, 60.695919 56.839328, 60.694551 56.840207, 60.693551 56.840326, 60.690551 56.843177))"
20,8a10dc922b9ffff,3233.5,56.82982266160202,60.67300576676538,"POLYGON ((60.669006 56.836921, 60.668006 56.837097, 60.667006 56.831381, 60.663708 56.831525, 60.663344 56.833823, 60.662006 56.834211, 60.659291 56.831823, 60.659901 56.830823, 60.662006 56.83123, 60.662245 56.830823, 60.661469 56.830359, 60.661113 56.828715, 60.659931 56.827823, 60.660208 56.826823, 60.662688 56.826505, 60.663104 56.825823, 60.664612 56.825429, 60.665006 56.824497, 60.669006 56.824072, 60.670006 56.823245, 60.672163 56.82298, 60.672006 56.822468, 60.670094 56.821823, 60.670893 56.82171, 60.672006 56.819855, 60.672185 56.820643, 60.673591 56.820823, 60.674006 56.822017, 60.675191 56.822008, 60.676006 56.821182, 60.677438 56.821255, 60.678006 56.820725, 60.678763 56.822066, 60.681263 56.823565, 60.682006 56.825254, 60.683006 56.825261, 60.684006 56.824274, 60.685208 56.825024, 60.685934 56.824823, 60.686201 56.824018, 60.688006 56.823695, 60.689006 56.824301, 60.690006 56.82396, 60.690651 56.824177, 60.691329 56.824823, 60.689697 56.827823, 60.689887 56.828823, 60.688006 56.830278, 60.685006 56.831265, 60.684006 56.832261, 60.683006 56.832161, 60.682006 56.831244, 60.679006 56.830679, 60.677374 56.832191, 60.672592 56.832823, 60.670734 56.834551, 60.670288 56.836105, 60.669006 56.836921))"
21,8a10dc924b8ffff,15842.0,56.863342929339694,60.63122226889332,"POLYGON ((60.633222 56.873548, 60.632484 56.873081, 60.632383 56.871182, 60.630938 56.871628, 60.630397 56.870168, 60.628788 56.869777, 60.628222 56.868798, 60.627137 56.868428, 60.627421 56.867343, 60.626222 56.867172, 60.625424 56.866141, 60.62465 56.866343, 60.624222 56.868396, 60.623222 56.867075, 60.618503 56.867062, 60.615957 56.866609, 60.615664 56.865343, 60.616778 56.864899, 60.617593 56.864972, 60.618222 56.865652, 60.6204 56.865343, 60.618709 56.864856, 60.618374 56.863191, 60.616222 56.862845, 60.614852 56.861343, 60.615746 56.860343, 60.615206 56.859326, 60.616222 56.859201, 60.616779 56.858343, 60.616222 56.857631, 60.614612 56.857343, 60.616222 56.856946, 60.619222 56.857067, 60.619588 56.857978, 60.620903 56.858023, 60.62251 56.856631, 60.623222 56.854084, 60.624222 56.854378, 60.625222 56.8535, 60.628222 56.85317, 60.630222 56.852519, 60.632183 56.853382, 60.637222 56.85358, 60.640222 56.855822, 60.641222 56.855788, 60.641893 56.856673, 60.64608 56.858343, 60.646812 56.859753, 60.648263 56.859302, 60.650954 56.860611, 60.651594 56.861343, 60.647222 56.864727, 60.646057 56.866343, 60.644222 56.866561, 60.64247 56.86759, 60.641926 56.869343, 60.640581 56.870343, 60.638227 56.870348, 60.638224 56.871344, 60.635222 56.871855, 60.634083 56.871203, 60.633222 56.873548))"
22,8a10dc93006ffff,2604.4166666666665,56.79053849633344,60.64674156357814,"POLYGON ((60.649742 56.799563, 60.649627 56.798653, 60.647978 56.798775, 60.647742 56.799177, 60.644779 56.798538, 60.64478 56.797538, 60.643904 56.797376, 60.642742 56.795175, 60.641302 56.796538, 60.641421 56.797859, 60.642518 56.799315, 60.642088 56.799885, 60.640291 56.799989, 60.638742 56.799352, 60.637742 56.799562, 60.634444 56.798538, 60.633244 56.797538, 60.634447 56.796244, 60.637742 56.795751, 60.638131 56.794928, 60.639825 56.794622, 60.639812 56.793468, 60.637638 56.793435, 60.636227 56.795024, 60.634496 56.795293, 60.634144 56.795941, 60.632742 56.795968, 60.63203 56.795538, 60.632303 56.793538, 60.630812 56.792538, 60.630911 56.791538, 60.631742 56.79066, 60.632973 56.79077, 60.632742 56.789915, 60.631916 56.789538, 60.632791 56.788588, 60.633742 56.788557, 60.635175 56.789105, 60.636615 56.790665, 60.637409 56.790871, 60.637641 56.791639, 60.638821 56.791618, 60.6351 56.787538, 60.634965 56.786538, 60.636583 56.784538, 60.637742 56.784357, 60.638742 56.784953, 60.639742 56.784735, 60.640348 56.784538, 60.640731 56.783528, 60.641742 56.783469, 60.642742 56.784243, 60.644742 56.783982, 60.645929 56.782726, 60.649742 56.781964, 60.650742 56.782778, 60.652742 56.781771, 60.656137 56.781143, 60.657737 56.782538, 60.657339 56.783538, 60.655146 56.783943, 60.654742 56.7853, 60.653742 56.78534, 60.653437 56.786233, 60.652648 56.786445, 60.652662 56.787618, 60.653041 56.786838, 60.654742 56.786713, 60.65653 56.788538, 60.656588 56.789385, 60.656102 56.789178, 60.655742 56.789718, 60.657742 56.789218, 60.658742 56.788096, 60.65949 56.78879, 60.66243 56.789538, 60.662184 56.790538, 60.660742 56.791149, 60.660149 56.792538, 60.6583 56.793097, 60.657938 56.793735, 60.655742 56.794119, 60.653082 56.795879, 60.651453 56.79625, 60.650343 56.797538, 60.649742 56.799563))"
